Driverid (Truck Mileage),Rdate,Truckid (Truck Mileage),Gas,Miles,Mpg
A76,aug11,A76,2185,11224,5.136842105
A76,jul11,A76,2586,12587,4.867362722
A76,jun11,A76,2840,10724,3.776056338
A76,may11,A76,2840,13928,4.904225352
A76,apr11,A76,2840,11208,3.946478873
A76,mar11,A76,2840,10414,3.666901408
A76,feb11,A76,2840,10255,3.610915493
A76,jan11,A76,2840,12962,4.564084507
A76,dec10,A76,2840,14751,5.194014085
A76,nov10,A76,2840,11156,3.928169014
A76,oct10,A76,2840,10684,3.761971831
A76,sep10,A76,2840,13907,4.896830986
A76,aug10,A76,2840,13969,4.918661972
A76,jul10,A76,2840,9801,3.451056338
A76,jun10,A76,2840,13953,4.913028169
A76,may10,A76,2840,10920,3.845070423
A76,apr10,A76,2840,9415,3.315140845
A76,mar10,A76,2840,14914,5.251408451
A76,feb10,A76,2840,13249,4.665140845
A76,jan10,A76,2840,13265,4.670774648
A76,dec09,A76,2840,13631,4.799647887
A76,nov09,A76,2840,9605,3.382042254
A76,oct09,A76,2840,10140,3.570422535
A76,sep09,A76,2840,10990,3.869718310
A76,aug09,A76,2840,11639,4.098239437
A76,jul09,A76,2840,10824,3.811267606
A76,jun09,A76,2840,12293,4.328521127
A76,may09,A76,2840,13707,4.826408451
A76,apr09,A76,2840,9268,3.263380282
A76,mar09,A76,2840,14922,5.254225352
A76,feb09,A76,2840,13292,4.680281690
A76,jan09,A76,2840,10584,3.726760563
A77,jun13,A77,2752,13187,4.791787791
A77,may13,A77,2896,14411,4.976174033
A77,apr13,A77,2366,12580,5.316990702
A77,mar13,A77,2472,12779,5.169498382
A77,feb13,A77,2110,11089,5.255450237
A77,jan13,A77,2035,8598,4.225061425
A77,dec12,A77,2180,12043,5.524311927
A77,nov12,A77,2386,13572,5.688181056
A77,oct12,A77,2915,13087,4.489536878
A77,sep12,A77,2654,12630,4.758854559
A77,aug12,A77,2860,13887,4.855594406
A77,jul12,A77,2491,13350,5.359293456
A77,jun12,A77,2180,11019,5.054587156
A77,may12,A77,2775,14543,5.240720721
A77,apr12,A77,2087,8734,4.184954480
A77,mar12,A77,2245,13010,5.795100223
A77,feb12,A77,2117,10648,5.029759093
A77,jan12,A77,3215,13972,4.345878694
A77,dec11,A77,1988,9705,4.881790744
A77,nov11,A77,2731,12796,4.685463200
A77,oct11,A77,2764,12327,4.459840810
A77,sep11,A77,2596,11834,4.558551618
A77,aug11,A77,3453,14472,4.191138141
A77,jul11,A77,1970,10838,5.501522843
A77,jun11,A77,1939,14796,7.630737494
A77,may11,A77,1939,11531,5.946879835
A77,apr11,A77,1939,10879,5.610624033
A77,mar11,A77,1939,11689,6.028365137
A77,feb11,A77,1939,11900,6.137184116
A77,jan11,A77,1939,11632,5.998968540
A77,dec10,A77,1939,11096,5.722537390
A77,nov10,A77,1939,15637,8.064466220
A77,oct10,A77,1939,11282,5.818463125
A77,sep10,A77,1939,14676,7.568849923
A77,aug10,A77,1939,9917,5.114492006
A77,jul10,A77,1939,14566,7.512119649
A77,jun10,A77,1939,10863,5.602372357
A77,may10,A77,1939,9226,4.758122744
A77,apr10,A77,1939,9905,5.108303249
A77,mar10,A77,1939,11660,6.013408974
A77,feb10,A77,1939,14610,7.534811759
A77,jan10,A77,1939,11290,5.822588963
A77,dec09,A77,1939,12953,6.680247550
A77,nov09,A77,1939,12906,6.656008252
A77,oct09,A77,1939,11378,5.867973182
A77,sep09,A77,1939,13019,6.714285714
A77,aug09,A77,1939,12767,6.584321815
A77,jul09,A77,1939,14460,7.457452295
A77,jun09,A77,1939,9847,5.078390923
A77,may09,A77,1939,10271,5.297060340
A77,apr09,A77,1939,14309,7.379577102
A77,mar09,A77,1939,13753,7.092831356
A77,feb09,A77,1939,10495,5.412583806
A77,jan09,A77,1939,14979,7.725116039
A78,jun13,A78,1593,8693,5.456999372
A78,may13,A78,2371,12026,5.072121468
A78,apr13,A78,2069,9430,4.557757371
A78,mar13,A78,2540,12822,5.048031496
A78,feb13,A78,2091,9990,4.777618364
A78,jan13,A78,2081,10750,5.165785680
A78,dec12,A78,3339,14447,4.326744534
A78,nov12,A78,2772,13141,4.740620491
A78,oct12,A78,1690,9692,5.734911243
A78,sep12,A78,2045,10540,5.154034230
A78,aug12,A78,2800,14328,5.117142857
A78,jul12,A78,2848,14038,4.929073034
A78,jun12,A78,2773,13347,4.813198702
A78,may12,A78,2647,11107,4.196071024
A78,apr12,A78,2776,13700,4.935158501
A78,mar12,A78,1671,9669,5.786355476
A78,feb12,A78,2001,9892,4.943528236
A78,jan12,A78,3580,14667,4.096927374
A78,dec11,A78,2227,10529,4.727885047
A78,nov11,A78,1772,9086,5.127539503
A78,oct11,A78,1863,10686,5.735909823
A78,sep11,A78,2800,12687,4.531071429
A78,aug11,A78,2043,10533,5.155653451
A78,jul11,A78,1930,9762,5.058031088
A78,jun11,A78,2454,10039,4.090872046
A78,may11,A78,2454,10586,4.313773431
A78,apr11,A78,2454,9846,4.012224939
A78,mar11,A78,2454,11356,4.627546862
A78,feb11,A78,2454,14524,5.918500407
A78,jan11,A78,2454,10941,4.458435208
A78,dec10,A78,2454,13765,5.609209454
A78,nov10,A78,2454,12065,4.916462918
A78,oct10,A78,2454,9371,3.818663407
A78,sep10,A78,2454,11760,4.792176039
A78,aug10,A78,2454,14184,5.779951100
A78,jul10,A78,2454,8725,3.555419723
A78,jun10,A78,2454,13098,5.337408313
A78,may10,A78,2454,12441,5.069682152
A78,apr10,A78,2454,13817,5.630399348
A78,mar10,A78,2454,10420,4.246128769
A78,feb10,A78,2454,10457,4.261206194
A78,jan10,A78,2454,11669,4.755093725
A78,dec09,A78,2454,15064,6.138549307
A78,nov09,A78,2454,13865,5.649959250
A78,oct09,A78,2454,14007,5.707823961
A78,sep09,A78,2454,12778,5.207008965
A78,aug09,A78,2454,12921,5.265281174
A78,jul09,A78,2454,10379,4.229421353
A78,jun09,A78,2454,13716,5.589242054
A78,may09,A78,2454,9403,3.831703341
A78,apr09,A78,2454,11354,4.626731866
A78,mar09,A78,2454,14441,5.884678077
A78,feb09,A78,2454,12782,5.208638957
A78,jan09,A78,2454,13290,5.415647922
A79,jun13,A79,3355,15548,4.634277198
A79,may13,A79,1637,8505,5.195479536
A79,apr13,A79,2313,12225,5.285343709
A79,mar13,A79,2313,11766,5.086900130
A79,feb13,A79,2326,11177,4.805245056
A79,jan13,A79,2012,9284,4.614314115
A79,dec12,A79,1964,9238,4.703665988
A79,nov12,A79,2286,9859,4.312773403
A79,oct12,A79,2316,12100,5.224525043
A79,sep12,A79,2709,12878,4.753783684
A79,aug12,A79,2787,13181,4.729458199
A79,jul12,A79,2475,13713,5.540606061
A79,jun12,A79,2809,15756,5.609113564
A79,may12,A79,2609,12764,4.892295899
A79,apr12,A79,2170,11744,5.411981567
A79,mar12,A79,2780,12979,4.668705036
A79,feb12,A79,2181,10454,4.793214122
A79,jan12,A79,2450,13562,5.535510204
A79,dec11,A79,1800,9298,5.165555556
A79,nov11,A79,2391,11010,4.604767880
A79,oct11,A79,2537,13138,5.178557351
A79,sep11,A79,3198,15171,4.743902439
A79,aug11,A79,2886,14471,5.014206514
A79,jul11,A79,2179,11578,5.313446535
A79,jun11,A79,1679,10705,6.375818940
A79,may11,A79,1679,9937,5.918403812
A79,apr11,A79,1679,12997,7.740917213
A79,mar11,A79,1679,14840,8.838594401
A79,feb11,A79,1679,12894,7.679571173
A79,jan11,A79,1679,13420,7.992852889
A79,dec10,A79,1679,10440,6.217986897
A79,nov10,A79,1679,12308,7.330553901
A79,oct10,A79,1679,12636,7.525908279
A79,sep10,A79,1679,11455,6.822513401
A79,aug10,A79,1679,11976,7.132817153
A79,jul10,A79,1679,10692,6.368076236
A79,jun10,A79,1679,13666,8.139368672
A79,may10,A79,1679,11032,6.570577725
A79,apr10,A79,1679,9480,5.646217987
A79,mar10,A79,1679,8974,5.344848124
A79,feb10,A79,1679,12637,7.526503871
A79,jan10,A79,1679,12096,7.204288267
A79,dec09,A79,1679,13794,8.215604527
A79,nov09,A79,1679,13565,8.079213818
A79,oct09,A79,1679,10617,6.323406790
A79,sep09,A79,1679,9464,5.636688505
A79,aug09,A79,1679,15574,9.275759381
A79,jul09,A79,1679,12175,7.251340083
A79,jun09,A79,1679,14937,8.896366885
A79,may09,A79,1679,9425,5.613460393
A79,apr09,A79,1679,12324,7.340083383
A79,mar09,A79,1679,11376,6.775461584
A79,feb09,A79,1679,14021,8.350804050
A79,jan09,A79,1679,14237,8.479452055
A80,jun13,A80,2618,11108,4.242933537
A80,may13,A80,2462,13595,5.521933387
A80,apr13,A80,2624,11419,4.351753049
A80,mar13,A80,2762,14485,5.244388125
A80,feb13,A80,2012,10765,5.350397614
A80,jan13,A80,2408,12841,5.332641196
A80,dec12,A80,2489,12034,4.834873443
A80,nov12,A80,2584,13403,5.186919505
A80,oct12,A80,2936,13491,4.595027248
A80,sep12,A80,2536,12497,4.927839117
A80,aug12,A80,2798,12834,4.586847748
A80,jul12,A80,3427,15378,4.487306682
A80,jun12,A80,2195,11363,5.176765376
A80,may12,A80,2723,13575,4.985310320
A80,apr12,A80,2142,10813,5.048085901
A80,mar12,A80,1879,9958,5.299627461
A80,feb12,A80,2923,15097,5.164899076
A80,jan12,A80,3465,13966,4.030591631
A80,dec11,A80,2500,12867,5.1468
A80,nov11,A80,2454,12721,5.183781581
A80,oct11,A80,2701,15028,5.563865235
A80,sep11,A80,2092,10534,5.035372849
A80,aug11,A80,2680,13060,4.873134328
A80,jul11,A80,2172,10559,4.861418048
A80,jun11,A80,2457,11602,4.722018722
A80,may11,A80,2457,10309,4.195767196
A80,apr11,A80,2457,12178,4.956450956
A80,mar11,A80,2457,14005,5.700040700
A80,feb11,A80,2457,14443,5.878306878
A80,jan11,A80,2457,15822,6.439560440
A80,dec10,A80,2457,11533,4.693935694
A80,nov10,A80,2457,12252,4.986568987
A80,oct10,A80,2457,14343,5.837606838
A80,sep10,A80,2457,15224,6.196174196
A80,aug10,A80,2457,11389,4.635327635
A80,jul10,A80,2457,11797,4.801383801
A80,jun10,A80,2457,11983,4.877085877
A80,may10,A80,2457,15140,6.161986162
A80,apr10,A80,2457,15200,6.186406186
A80,mar10,A80,2457,9695,3.945868946
A80,feb10,A80,2457,9417,3.832722833
A80,jan10,A80,2457,13688,5.571021571
A80,dec09,A80,2457,10756,4.377696378
A80,nov09,A80,2457,14478,5.892551893
A80,oct09,A80,2457,11477,4.671143671
A80,sep09,A80,2457,12301,5.006512007
A80,aug09,A80,2457,10237,4.166463166
A80,jul09,A80,2457,13980,5.689865690
A80,jun09,A80,2457,13481,5.486772487
A80,may09,A80,2457,10206,4.153846154
A80,apr09,A80,2457,10661,4.339031339
A80,mar09,A80,2457,14317,5.827024827
A80,feb09,A80,2457,14485,5.895400895
A80,jan09,A80,2457,11325,4.609279609
A81,jun13,A81,2038,9506,4.664376840
A81,may13,A81,2623,13370,5.097216927
A81,apr13,A81,2632,12561,4.772416413
A81,mar13,A81,1857,10852,5.843834141
A81,feb13,A81,2606,11058,4.243284728
A81,jan13,A81,1809,9349,5.168048646
A81,dec12,A81,2000,8653,4.3265
A81,nov12,A81,2746,14153,5.154042243
A81,oct12,A81,2130,11471,5.385446009
A81,sep12,A81,2634,13133,4.985952923
A81,aug12,A81,1806,9771,5.410299003
A81,jul12,A81,2473,13779,5.571775172
A81,jun12,A81,2856,14434,5.053921569
A81,may12,A81,1977,10456,5.288821447
A81,apr12,A81,2025,10900,5.382716049
A81,mar12,A81,2013,10832,5.381023348
A81,feb12,A81,2606,13261,5.088641596
A81,jan12,A81,2344,10578,4.512798635
A81,dec11,A81,2819,13577,4.816246896
A81,nov11,A81,3470,14382,4.144668588
A81,oct11,A81,2577,11633,4.514163756
A81,sep11,A81,2373,13822,5.824694480
A81,aug11,A81,2228,9937,4.460053860
A81,jul11,A81,2766,12822,4.635574837
A81,jun11,A81,2138,11464,5.362020580
A81,may11,A81,2138,12881,6.024789523
A81,apr11,A81,2138,11622,5.435921422
A81,mar11,A81,2138,10855,5.077174930
A81,feb11,A81,2138,10286,4.811038354
A81,jan11,A81,2138,12313,5.759120674
A81,dec10,A81,2138,12860,6.014967259
A81,nov10,A81,2138,15091,7.058465856
A81,oct10,A81,2138,9407,4.399906455
A81,sep10,A81,2138,12496,5.844714687
A81,aug10,A81,2138,12259,5.733863424
A81,jul10,A81,2138,11924,5.577174930
A81,jun10,A81,2138,13316,6.228250702
A81,may10,A81,2138,10617,4.965855940
A81,apr10,A81,2138,9716,4.544434051
A81,mar10,A81,2138,13741,6.427034612
A81,feb10,A81,2138,10580,4.948550047
A81,jan10,A81,2138,12938,6.051449953
A81,dec09,A81,2138,11984,5.605238541
A81,nov09,A81,2138,14434,6.751169317
A81,oct09,A81,2138,10259,4.798409729
A81,sep09,A81,2138,12195,5.703928906
A81,aug09,A81,2138,12307,5.756314312
A81,jul09,A81,2138,14415,6.742282507
A81,jun09,A81,2138,14279,6.678671656
A81,may09,A81,2138,11873,5.553320861
A81,apr09,A81,2138,9723,4.547708138
A81,mar09,A81,2138,12274,5.740879326
A81,feb09,A81,2138,9193,4.299812909
A81,jan09,A81,2138,13681,6.398971001
A82,jun13,A82,2004,9951,4.965568862
A82,may13,A82,2791,15119,5.417054819
A82,apr13,A82,2669,11071,4.147995504
A82,mar13,A82,2565,13323,5.194152047
A82,feb13,A82,2186,10524,4.814272644
A82,jan13,A82,1839,10156,5.522566612
A82,dec12,A82,2903,13472,4.640716500
A82,nov12,A82,1623,8962,5.521873075
A82,oct12,A82,1911,9644,5.046572475
A82,sep12,A82,1864,10527,5.647532189
A82,aug12,A82,1835,9359,5.100272480
A82,jul12,A82,2459,13973,5.682391216
A82,jun12,A82,2201,10760,4.888686960
A82,may12,A82,2882,12199,4.232824427
A82,apr12,A82,2029,10096,4.975850172
A82,mar12,A82,2158,10992,5.093605190
A82,feb12,A82,2621,12403,4.732163296
A82,jan12,A82,2426,12737,5.250206101
A82,dec11,A82,2285,10427,4.563238512
A82,nov11,A82,2933,15648,5.335151722
A82,oct11,A82,2402,12800,5.328892590
A82,sep11,A82,2022,9487,4.691889219
A82,aug11,A82,2389,10976,4.594390959
A82,jul11,A82,2777,12229,4.403673028
A82,jun11,A82,2223,8230,3.702204229
A82,may11,A82,2223,13733,6.177687809
A82,apr11,A82,2223,11205,5.040485830
A82,mar11,A82,2223,9980,4.489428700
A82,feb11,A82,2223,10522,4.733243365
A82,jan11,A82,2223,14153,6.366621682
A82,dec10,A82,2223,12328,5.545659019
A82,nov10,A82,2223,14820,6.666666667
A82,oct10,A82,2223,10956,4.928475034
A82,sep10,A82,2223,14473,6.510571300
A82,aug10,A82,2223,10648,4.789923527
A82,jul10,A82,2223,11937,5.369770580
A82,jun10,A82,2223,13139,5.910481332
A82,may10,A82,2223,10279,4.623931624
A82,apr10,A82,2223,8611,3.873594242
A82,mar10,A82,2223,11259,5.064777328
A82,feb10,A82,2223,14047,6.318938372
A82,jan10,A82,2223,8689,3.908681961
A82,dec09,A82,2223,14198,6.386864597
A82,nov09,A82,2223,14688,6.607287449
A82,oct09,A82,2223,11087,4.987404408
A82,sep09,A82,2223,10622,4.778227620
A82,aug09,A82,2223,10127,4.555555556
A82,jul09,A82,2223,9238,4.155645524
A82,jun09,A82,2223,15126,6.804318489
A82,may09,A82,2223,12331,5.547008547
A82,apr09,A82,2223,12435,5.593792173
A82,mar09,A82,2223,11844,5.327935223
A82,feb09,A82,2223,9327,4.195681511
A82,jan09,A82,2223,14855,6.682411156
A83,jun13,A83,2519,12388,4.917824534
A83,may13,A83,2916,14835,5.087448560
A83,apr13,A83,2116,10948,5.173913043
A83,mar13,A83,2507,14068,5.611487834
A83,feb13,A83,2066,10104,4.890609874
A83,jan13,A83,1834,9617,5.243729553
A83,dec12,A83,1668,9716,5.824940048
A83,nov12,A83,2349,13331,5.675180928
A83,oct12,A83,2045,9398,4.595599022
A83,sep12,A83,2355,12644,5.369002123
A83,aug12,A83,2392,12600,5.267558528
A83,jul12,A83,2298,11816,5.141862489
A83,jun12,A83,3074,15430,5.019518543
A83,may12,A83,1968,9686,4.921747967
A83,apr12,A83,1743,10127,5.810097533
A83,mar12,A83,1869,9947,5.322097378
A83,feb12,A83,3167,14838,4.685191033
A83,jan12,A83,2194,10803,4.923883318
A83,dec11,A83,2064,10814,5.239341085
A83,nov11,A83,2769,13597,4.910436981
A83,oct11,A83,2528,13981,5.530458861
A83,sep11,A83,2435,13654,5.607392197
A83,aug11,A83,2351,12822,5.453849426
A83,jul11,A83,2226,9357,4.203504043
A83,jun11,A83,2365,11466,4.848202960
A83,may11,A83,2365,12609,5.331501057
A83,apr11,A83,2365,11127,4.704862579
A83,mar11,A83,2365,12005,5.076109937
A83,feb11,A83,2365,13840,5.852008457
A83,jan11,A83,2365,10969,4.638054968
A83,dec10,A83,2365,11909,5.035517970
A83,nov10,A83,2365,12688,5.364904863
A83,oct10,A83,2365,12861,5.438054968
A83,sep10,A83,2365,13248,5.601691332
A83,aug10,A83,2365,10332,4.368710359
A83,jul10,A83,2365,15270,6.456659619
A83,jun10,A83,2365,11651,4.926427061
A83,may10,A83,2365,11521,4.871458774
A83,apr10,A83,2365,13100,5.539112051
A83,mar10,A83,2365,9828,4.155602537
A83,feb10,A83,2365,9532,4.030443975
A83,jan10,A83,2365,14338,6.062579281
A83,dec09,A83,2365,13213,5.586892178
A83,nov09,A83,2365,8829,3.733192389
A83,oct09,A83,2365,13922,5.886680761
A83,sep09,A83,2365,12647,5.347568710
A83,aug09,A83,2365,14358,6.071035941
A83,jul09,A83,2365,11738,4.963213531
A83,jun09,A83,2365,15218,6.434672304
A83,may09,A83,2365,11860,5.014799154
A83,apr09,A83,2365,13529,5.720507400
A83,mar09,A83,2365,8319,3.517547569
A83,feb09,A83,2365,10304,4.356871036
A83,jan09,A83,2365,14420,6.097251586
A84,jun13,A84,2070,11417,5.515458937
A84,may13,A84,2870,15234,5.308013937
A84,apr13,A84,2136,10893,5.099719101
A84,mar13,A84,2307,11640,5.045513654
A84,feb13,A84,1727,10283,5.954255935
A84,jan13,A84,3035,14401,4.744975288
A84,dec12,A84,1955,9993,5.111508951
A84,nov12,A84,2629,13537,5.149106124
A84,oct12,A84,3453,15363,4.449174631
A84,sep12,A84,2628,12962,4.932267884
A84,aug12,A84,2902,12242,4.218470021
A84,jul12,A84,2170,11048,5.091244240
A84,jun12,A84,2816,13045,4.632457386
A84,may12,A84,2575,12369,4.803495146
A84,apr12,A84,2051,8895,4.336908825
A84,mar12,A84,2353,12335,5.242243944
A84,feb12,A84,2361,12945,5.482846252
A84,jan12,A84,2258,11827,5.237821081
A84,dec11,A84,2973,13615,4.579549277
A84,nov11,A84,3015,14722,4.882918740
A84,oct11,A84,1583,8907,5.626658244
A84,sep11,A84,2809,13860,4.934140263
A84,aug11,A84,2885,14067,4.875909879
A84,jul11,A84,1733,9552,5.511829198
A84,jun11,A84,2902,12089,4.165747760
A84,may11,A84,2902,11991,4.131977946
A84,apr11,A84,2902,10559,3.638525155
A84,mar11,A84,2902,9717,3.348380427
A84,feb11,A84,2902,11996,4.133700896
A84,jan11,A84,2902,14813,5.104410751
A84,dec10,A84,2902,10184,3.509303928
A84,nov10,A84,2902,10617,3.658511371
A84,oct10,A84,2902,11807,4.068573398
A84,sep10,A84,2902,13957,4.809441764
A84,aug10,A84,2902,13872,4.780151620
A84,jul10,A84,2902,10024,3.454169538
A84,jun10,A84,2902,10070,3.470020675
A84,may10,A84,2902,13907,4.792212267
A84,apr10,A84,2902,9308,3.207443143
A84,mar10,A84,2902,11872,4.090971744
A84,feb10,A84,2902,15708,5.412818746
A84,jan10,A84,2902,9810,3.380427292
A84,dec09,A84,2902,9615,3.313232254
A84,nov09,A84,2902,13161,4.535148174
A84,oct09,A84,2902,11377,3.920399724
A84,sep09,A84,2902,15706,5.412129566
A84,aug09,A84,2902,14330,4.937973811
A84,jul09,A84,2902,11457,3.947966919
A84,jun09,A84,2902,11390,3.924879394
A84,may09,A84,2902,10439,3.597174363
A84,apr09,A84,2902,12205,4.205720193
A84,mar09,A84,2902,12025,4.143694004
A84,feb09,A84,2902,13308,4.585802895
A84,jan09,A84,2902,9154,3.154376292
A85,jun13,A85,2707,15319,5.659032139
A85,may13,A85,2772,12421,4.480880231
A85,apr13,A85,1805,10530,5.833795014
A85,mar13,A85,2094,11849,5.658548233
A85,feb13,A85,2000,9508,4.754
A85,jan13,A85,3048,14368,4.713910761
A85,dec12,A85,2429,13167,5.420749280
A85,nov12,A85,3017,13780,4.567451110
A85,oct12,A85,1673,9272,5.542139868
A85,sep12,A85,2100,9251,4.405238095
A85,aug12,A85,2019,11394,5.643387816
A85,jul12,A85,1528,8727,5.711387435
A85,jun12,A85,2176,10592,4.867647059
A85,may12,A85,2470,11605,4.698380567
A85,apr12,A85,2376,10948,4.607744108
A85,mar12,A85,2990,14290,4.779264214
A85,feb12,A85,2224,10757,4.836780576
A85,jan12,A85,2898,12350,4.261559696
A85,dec11,A85,2617,13879,5.303400841
A85,nov11,A85,2436,11321,4.647372742
A85,oct11,A85,2118,9999,4.720963173
A85,sep11,A85,1990,9514,4.780904523
A85,aug11,A85,2208,11244,5.092391304
A85,jul11,A85,2981,12760,4.280442804
A85,jun11,A85,2483,13589,5.472815143
A85,may11,A85,2483,10027,4.038260169
A85,apr11,A85,2483,13371,5.385018123
A85,mar11,A85,2483,10798,4.348771647
A85,feb11,A85,2483,10011,4.031816351
A85,jan11,A85,2483,12395,4.991945228
A85,dec10,A85,2483,12569,5.062021748
A85,nov10,A85,2483,10668,4.296415626
A85,oct10,A85,2483,14415,5.805477245
A85,sep10,A85,2483,11855,4.774466371
A85,aug10,A85,2483,10394,4.186065244
A85,jul10,A85,2483,10985,4.424083770
A85,jun10,A85,2483,12518,5.041482078
A85,may10,A85,2483,13819,5.565445026
A85,apr10,A85,2483,13754,5.539267016
A85,mar10,A85,2483,10610,4.273056786
A85,feb10,A85,2483,14073,5.667740636
A85,jan10,A85,2483,11283,4.544099879
A85,dec09,A85,2483,13981,5.630688683
A85,nov09,A85,2483,10449,4.208215868
A85,oct09,A85,2483,10895,4.387837294
A85,sep09,A85,2483,13018,5.242851389
A85,aug09,A85,2483,11420,4.599275070
A85,jul09,A85,2483,8765,3.530004027
A85,jun09,A85,2483,13716,5.523962948
A85,may09,A85,2483,9510,3.830044301
A85,apr09,A85,2483,13488,5.432138542
A85,mar09,A85,2483,11579,4.663310511
A85,feb09,A85,2483,9588,3.861457914
A85,jan09,A85,2483,13559,5.460732984
A86,jun13,A86,1636,9324,5.699266504
A86,may13,A86,3175,13719,4.320944882
A86,apr13,A86,2527,14137,5.594380689
A86,mar13,A86,1963,9817,5.001018849
A86,feb13,A86,2538,13263,5.225768322
A86,jan13,A86,2443,12696,5.196889071
A86,dec12,A86,1782,9206,5.166105499
A86,nov12,A86,2035,11372,5.588206388
A86,oct12,A86,1700,8811,5.182941176
A86,sep12,A86,2862,13764,4.809224319
A86,aug12,A86,2336,12244,5.241438356
A86,jul12,A86,2573,13066,5.078118927
A86,jun12,A86,2393,12610,5.269536147
A86,may12,A86,2615,14944,5.714722753
A86,apr12,A86,1890,8743,4.625925926
A86,mar12,A86,1555,8612,5.538263666
A86,feb12,A86,2214,12869,5.812556459
A86,jan12,A86,1805,10579,5.860941828
A86,dec11,A86,1729,8772,5.073452863
A86,nov11,A86,1690,9217,5.453846154
A86,oct11,A86,1496,8741,5.842914439
A86,sep11,A86,2269,11441,5.042309387
A86,aug11,A86,1977,10442,5.281740010
A86,jul11,A86,2328,11484,4.932989691
A86,jun11,A86,2365,14718,6.223255814
A86,may11,A86,2365,13246,5.600845666
A86,apr11,A86,2365,13306,5.626215645
A86,mar11,A86,2365,12170,5.145877378
A86,feb11,A86,2365,10152,4.292600423
A86,jan11,A86,2365,11322,4.787315011
A86,dec10,A86,2365,10867,4.594926004
A86,nov10,A86,2365,10162,4.296828753
A86,oct10,A86,2365,11616,4.911627907
A86,sep10,A86,2365,8538,3.610147992
A86,aug10,A86,2365,10130,4.283298097
A86,jul10,A86,2365,11821,4.998308668
A86,jun10,A86,2365,8886,3.757293869
A86,may10,A86,2365,13182,5.573784355
A86,apr10,A86,2365,11974,5.063002114
A86,mar10,A86,2365,12847,5.432135307
A86,feb10,A86,2365,10241,4.330232558
A86,jan10,A86,2365,11923,5.041437632
A86,dec09,A86,2365,12438,5.259196617
A86,nov09,A86,2365,14008,5.923044397
A86,oct09,A86,2365,10363,4.381818182
A86,sep09,A86,2365,12617,5.334883721
A86,aug09,A86,2365,10482,4.432135307
A86,jul09,A86,2365,14796,6.256236786
A86,jun09,A86,2365,13680,5.784355180
A86,may09,A86,2365,12221,5.167441860
A86,apr09,A86,2365,12993,5.493868922
A86,mar09,A86,2365,12710,5.374207188
A86,feb09,A86,2365,11538,4.878646934
A86,jan09,A86,2365,14738,6.231712474
A87,jun13,A87,2417,10958,4.533719487
A87,may13,A87,2233,12508,5.601433050
A87,apr13,A87,1811,9857,5.442849255
A87,mar13,A87,3059,13669,4.468453743
A87,feb13,A87,2350,12502,5.32
A87,jan13,A87,2262,10779,4.765251989
A87,dec12,A87,2175,11846,5.446436782
A87,nov12,A87,2939,12998,4.422592719
A87,oct12,A87,2344,11605,4.950938567
A87,sep12,A87,2378,13044,5.485281749
A87,aug12,A87,3141,14344,4.566698504
A87,jul12,A87,2924,14905,5.097469220
A87,jun12,A87,2649,13338,5.035107588
A87,may12,A87,2310,11185,4.841991342
A87,apr12,A87,2046,10725,5.241935484
A87,mar12,A87,2135,10313,4.830444965
A87,feb12,A87,2596,13562,5.224191063
A87,jan12,A87,1947,10235,5.256805342
A87,dec11,A87,1965,9827,5.001017812
A87,nov11,A87,2030,11300,5.566502463
A87,oct11,A87,1806,9318,5.159468439
A87,sep11,A87,2092,10661,5.096080306
A87,aug11,A87,1927,10794,5.601453036
A87,jul11,A87,1731,8744,5.051415367
A87,jun11,A87,2713,13545,4.992628087
A87,may11,A87,2713,14230,5.245116108
A87,apr11,A87,2713,15262,5.625506819
A87,mar11,A87,2713,14143,5.213048286
A87,feb11,A87,2713,13516,4.981938813
A87,jan11,A87,2713,11804,4.350903059
A87,dec10,A87,2713,14094,5.194987099
A87,nov10,A87,2713,13787,5.081828234
A87,oct10,A87,2713,9934,3.661629193
A87,sep10,A87,2713,11663,4.298931073
A87,aug10,A87,2713,15541,5.728345006
A87,jul10,A87,2713,11599,4.275340951
A87,jun10,A87,2713,11181,4.121267969
A87,may10,A87,2713,11616,4.281607077
A87,apr10,A87,2713,12556,4.628086989
A87,mar10,A87,2713,15592,5.747143384
A87,feb10,A87,2713,15597,5.748986362
A87,jan10,A87,2713,14176,5.225211942
A87,dec09,A87,2713,12976,4.782897162
A87,nov09,A87,2713,12354,4.553630667
A87,oct09,A87,2713,13510,4.979727239
A87,sep09,A87,2713,9852,3.631404349
A87,aug09,A87,2713,12787,4.713232584
A87,jul09,A87,2713,12827,4.727976410
A87,jun09,A87,2713,14201,5.234426834
A87,may09,A87,2713,9161,3.376704755
A87,apr09,A87,2713,11712,4.316992259
A87,mar09,A87,2713,13853,5.106155547
A87,feb09,A87,2713,12551,4.626244010
A87,jan09,A87,2713,10386,3.828234427
A88,jun13,A88,1994,9653,4.841023069
A88,may13,A88,2424,11494,4.741749175
A88,apr13,A88,1772,9807,5.534424379
A88,mar13,A88,2414,12397,5.135459818
A88,feb13,A88,2612,12687,4.857197550
A88,jan13,A88,1675,8218,4.906268657
A88,dec12,A88,2677,13721,5.125513635
A88,nov12,A88,3499,14832,4.238925407
A88,oct12,A88,1965,9741,4.957251908
A88,sep12,A88,2210,11237,5.084615385
A88,aug12,A88,2067,10680,5.166908563
